Genre,Context,Question,Correct Answer
telephone,'',"Premise: guess it didn't last too long at the box office but i thought it was pretty good Hypothesis: I guess it wasn't in the box office for a long period of time due to poor sales, but I still thought it was great.",1
government,'',"Premise: Although claims data provide the most accurate information about health care use, ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies. Hypothesis: The insurance companies want to reduce medical payments by following-up to ensure patient was sober at the time of incident and intoxication may lead to a claim denial on reimbursement for medical expenses. ",1
telephone,'',Premise: right after the war Hypothesis: The war was too long.,1
travel,'',Premise: Near Jerusalem Hypothesis: It is three miles from Jerusalem.,1
fiction,'',Premise: There were maybe three hundred people present. Hypothesis: It was a large crowd for a party.,1
fiction,'',Premise: Why shouldn't he be?  Hypothesis: He is already that way.,1
telephone,'',Premise: i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door Hypothesis: I used to own a car with the seat belts there.,1
fiction,'',Premise: Why bother to sacrifice your lives for dirt farmers and slavers? Hypothesis: No one cares about the dirt farmers and slaves.,1
travel,'',"Premise: Mykonos has had a head start as far as diving is concerned because it was never banned here (after all, there are no ancient sites to protect). Hypothesis: Protection of ancient sites is the reason for diving bans in other places.",1
fiction,'',"Premise: Pray be seated, mademoiselle. Hypothesis: Please, everyone be seated.",1
fiction,'',Premise: The four Javis children? asked Severn. Hypothesis: Severn knows everything about the Jarvis children.,1
slate,'',Premise: A 1997 Henry J. Kaiser Family Foundation survey found that Americans in managed care plans are basically content with their own care. Hypothesis: The henry kaiser foundation shows that people will always be content with how their healthcare is,1
telephone,'',Premise: yeah uh-huh but we look at it sort of as an investment in the future too Hypothesis: The results will not be noticeable until further down the line.,1
telephone,'',Premise: really oh i thought it was great yeah Hypothesis: I want to do that again,1
fiction,'',"Premise: And it was exactly on such a day, as this carefully selected Wednesday (which blushed from this distinction), that the mini-anti-aggressor was going to make the biggest of impressions. Hypothesis: Something strange will happen on Wednesday.",1
telephone,'',Premise: for me now the address is the same you know my my office address Hypothesis: My office won't accept any personal mail.,1
government,'',"Premise: As discussed in section 1, personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services. Hypothesis: Personal saving is how much disposable personal income is left over after personal spending and is typically about 5%.",1
slate,'',Premise: Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture. Hypothesis: Pro-choices say the close-up images are unfair to women.,1
slate,'',Premise: There are also dozens of fabulous pictures. Hypothesis: These product photographs show off the beauty of our craftsmanship.,1
telephone,'',Premise: yeah i know the motor oil Hypothesis: I know what they do with motor oil.,1
telephone,'',Premise: oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now Hypothesis: I'm looking at IBM right now but I've looked at tons of other things.,1
fiction,'',Premise: Said we was a-staying at the inn. Hypothesis: He was staying at the inn in town.,1
slate,'',Premise: There is. Hypothesis: There was.,1
fiction,'',"Premise: No, indeed, said Cynthia.  Hypothesis: No, indeed, said my wife.",1
fiction,'',Premise: I felt like a rat. Hypothesis: I felt very weasily.,1
travel,'',"Premise: Jamaican music ska and, especially, reggae has since the 1970s been exported and enjoyed around the world. Hypothesis: Reggae is the most popular music style in Jamaica.",1
telephone,'',"Premise: actually i listened to one time i remember it's this is back when rap even uh i would say about ten or fifteen years ago i Hypothesis: About 15 years ago  I listened to Rap one time, I am not really that fond of it,",1
slate,'',"Premise: High Crimes is painfully shoddy, even for a book rushed to press. Hypothesis: Books that are rushed to press are usually shoddy.",1
slate,'',"Premise: (In the short run, higher-income taxpayers may pay more taxes, not less, if a capgains rate cut leads them to sell more assets than they otherwise would have done.) Hypothesis: Low income people will face a tax increase.",1
travel,'',"Premise: Kom Ombo is an unusual temple in that it is dedicated to two gods. Hypothesis: Rarely visited, Kom Ombo is a strange temple devoted to two gods.",1
telephone,'',Premise: did oh they're they are everywhere they Hypothesis: They spread out.,1
telephone,'',Premise: yes i've had a German Shepherd that did that one time Hypothesis: I had a German Shepherd that shed half of its fur once.,1
telephone,'',Premise: that was good and Poland yeah and i've done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the Hypothesis: I like it when they are giving you information in a novel or short story format.,1
travel,'',"Premise: If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you. Hypothesis: The Bicurei Ha'etim Cellar is the only place to learn Israeli folk dancing.",1
travel,'',"Premise:  From Sant Francesc, take the road that leads southwest to Cap Berber?­a (the southernmost point in the Balearics). Hypothesis: Cap Berbera is the southernmost point and is very cold.",1
government,'',"Premise: But by one measure, it seems to have been static. Hypothesis: They were expecting it to be less stable.",1
slate,'',"Premise: But if you do, kill them. Hypothesis: If the situation is that, you should kill them because it will be necessary.",1
